"ID","tSS","tinf","tp","tc","Vp","Tp","Tc","Tincub","infected"
53,0,-5.07480121384718,0.883695361669627,15.0133316616396,28.6746130302235,5.9584965755168,14.12963629997,5.07480121384718,1
54,0,-7.31142378898246,0.0756798849484914,15.7078438680038,26.3816747557834,7.38710367393096,15.6321639830553,7.31142378898246,1
55,0,-5.6780986932572,-1.36149650886525,11.0390727712246,25.6653073214682,4.31660218439195,12.4005692800898,5.6780986932572,1
56,0,-4.85024937868041,1.03604070510255,16.0133748568444,22.0163566130843,5.88629008378296,14.9773341517419,4.85024937868041,1
57,0,-5.24313298572033,-0.318696037044744,16.2259154645108,28.9511687194376,4.92443694867559,16.5446115015556,5.24313298572033,1
58,0,-5.65392321810194,-0.810027980962745,14.4134250005912,32.7779510001682,4.8438952371392,15.223452981554,5.65392321810194,1
59,0,-5.33122849884235,1.51484799698633,18.6896402527496,25.4652058824178,6.84607649582867,17.1747922557633,5.33122849884235,1
60,0,-5.73548607285091,0.629793824490024,14.5044735527593,24.5180607864252,6.36527989734093,13.8746797282692,5.73548607285091,1
61,0,NA,NA,NA,NA,NA,NA,NA,0
62,0,NA,NA,NA,NA,NA,NA,NA,0
63,0,NA,NA,NA,NA,NA,NA,NA,0
64,0,NA,NA,NA,NA,NA,NA,NA,0
65,0,NA,NA,NA,NA,NA,NA,NA,0
66,0,NA,NA,NA,NA,NA,NA,NA,0
67,0,NA,NA,NA,NA,NA,NA,NA,0
68,0,NA,NA,NA,NA,NA,NA,NA,0
69,0,NA,NA,NA,NA,NA,NA,NA,0
70,0,NA,NA,NA,NA,NA,NA,NA,0
71,0,NA,NA,NA,NA,NA,NA,NA,0
72,0,NA,NA,NA,NA,NA,NA,NA,0
73,0,NA,NA,NA,NA,NA,NA,NA,0
74,0,NA,NA,NA,NA,NA,NA,NA,0
75,0,NA,NA,NA,NA,NA,NA,NA,0
76,0,NA,NA,NA,NA,NA,NA,NA,0
77,0,NA,NA,NA,NA,NA,NA,NA,0
78,0,NA,NA,NA,NA,NA,NA,NA,0
79,0,NA,NA,NA,NA,NA,NA,NA,0
80,0,NA,NA,NA,NA,NA,NA,NA,0
81,0,NA,NA,NA,NA,NA,NA,NA,0
82,0,NA,NA,NA,NA,NA,NA,NA,0
83,0,NA,NA,NA,NA,NA,NA,NA,0
84,0,NA,NA,NA,NA,NA,NA,NA,0
85,0,NA,NA,NA,NA,NA,NA,NA,0
86,0,NA,NA,NA,NA,NA,NA,NA,0
87,0,NA,NA,NA,NA,NA,NA,NA,0
88,0,NA,NA,NA,NA,NA,NA,NA,0
89,0,NA,NA,NA,NA,NA,NA,NA,0
90,0,NA,NA,NA,NA,NA,NA,NA,0
91,0,NA,NA,NA,NA,NA,NA,NA,0
92,0,NA,NA,NA,NA,NA,NA,NA,0
93,0,NA,NA,NA,NA,NA,NA,NA,0
94,0,NA,NA,NA,NA,NA,NA,NA,0
95,0,NA,NA,NA,NA,NA,NA,NA,0
96,0,NA,NA,NA,NA,NA,NA,NA,0
97,0,NA,NA,NA,NA,NA,NA,NA,0
98,0,NA,NA,NA,NA,NA,NA,NA,0
99,0,NA,NA,NA,NA,NA,NA,NA,0
100,0,NA,NA,NA,NA,NA,NA,NA,0
101,0,NA,NA,NA,NA,NA,NA,NA,0
102,0,NA,NA,NA,NA,NA,NA,NA,0
103,0,NA,NA,NA,NA,NA,NA,NA,0
104,0,NA,NA,NA,NA,NA,NA,NA,0
105,0,NA,NA,NA,NA,NA,NA,NA,0
106,0,NA,NA,NA,NA,NA,NA,NA,0
107,0,NA,NA,NA,NA,NA,NA,NA,0
108,0,NA,NA,NA,NA,NA,NA,NA,0
109,0,NA,NA,NA,NA,NA,NA,NA,0
110,0,NA,NA,NA,NA,NA,NA,NA,0
111,0,NA,NA,NA,NA,NA,NA,NA,0
112,0,NA,NA,NA,NA,NA,NA,NA,0
113,0,NA,NA,NA,NA,NA,NA,NA,0
114,0,NA,NA,NA,NA,NA,NA,NA,0
115,0,NA,NA,NA,NA,NA,NA,NA,0
116,0,NA,NA,NA,NA,NA,NA,NA,0
117,0,NA,NA,NA,NA,NA,NA,NA,0
118,0,NA,NA,NA,NA,NA,NA,NA,0
119,0,NA,NA,NA,NA,NA,NA,NA,0
120,0,NA,NA,NA,NA,NA,NA,NA,0
